device_id,device_name,manufacturer,model,area,via_device,connections,disabled
69b5b7d783ff9d61d33a6fda443d6ec5,Garage North of East Wall Motion; Light;  Sensor,Third Reality; Inc,3RSNL02043Z,Garage,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:10:73:00:00']],
f22b81121d3c99cbba78701744ec55e9,Basement_Third Reality_Nightlight Motion Night Light,Third Reality; Inc,3RSNL02043Z,Basement,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:16:2c:00:00']],
a0bc03df6efa68a08f16540d0abfda78,Entry_Room_West_Wall_Nightlight,Third Reality; Inc,3RSNL02043Z,Entry Room,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:1f:6b:00:00']],
93516a6101eda865f3d4dc746687c659,Garage_North_Wall_Nightlight,Third Reality; Inc,3RSNL02043Z,Garage,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; '1c:78:4b:9d:11:c1:00:00']],
bfccc71136352570ff226fdba08d003c,Kitchen_Keurig_Plug,Third Reality; Inc,3RSP02028BZ,Kitchen,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:01:8c:d3']],
4499bbd68d3c06a0418d24c404af89cc,Living_Room_Subwoofer_Plug,Third Reality; Inc,3RSP02028BZ,Living Room,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:01:96:b4']],
5db4a6c3f7186238353ea0fe62828687,Kitchen_Echo_Show_Plug,Third Reality; Inc,3RSP02028BZ,Kitchen,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:01:73:60']],
a6f8ca8c4d58cf8897e6d3329479985f,Living_Room_Echo_Show_Plug,Third Reality; Inc,3RSP02028BZ,Living Room,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:01:4b:08']],
682d9ca8e85f0798f6b47e6c7a61022d,Basement AVR – HARD POWER RESET,Third Reality; Inc,3RSP02028BZ,Basement,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:01:95:f1']],
a4b0338eaca688685e6716be59cbc202,Basement_Washer_Plug,Third Reality; Inc,3RSP02028BZ,Laundry Area,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:01:99:ec']],
705b6ada38818515d1d7db529c17f2fd,Basement_Dehumidifier_Plug,Third Reality; Inc,3RSP02028BZ,Basement,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:01:50:a1']],
282cf5e7c4bb4b80016e9ad818c8ee68,Upstairs_Hallway_Plug,Third Reality; Inc,3RSP02028BZ,Upstairs Hallway,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:01:7e:07']],
a863eb82b0631e8892d184fbb25caf51,Basement_TV_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Basement,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:03:e6:c3']],
f8481c91b698e1fd2f9e731625bee174,Basement_Flourescent_Light_Plug,Third Reality; Inc,3RSP02028BZ,Basement,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:04:95:5f']],
8a1bcaf9adb5bcb019c145729de9537f,Basement_Milwaukee_Charger_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Basement,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:03:f4:12']],
de6b169fa42d722d5fadcce41db67c0f,Basement_Echo_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Basement,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:03:a9:f5']],
43912cd18bc887875d54bdf733e92005,Garage_Projector_and_AV_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Garage,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:04:e3:8e']],
3e0a263a5b776de2f188e3772b6c4db6,Living_Room_TV_Smart_Plug,Third Reality; Inc,3RSP02028BZ,Living Room,1a7b412ecc5db21a258f24d10fd7d6ba,[['zigbee'; 'ff:ff:b4:0e:06:05:6e:a7']],
